date,pnl,var_hist,es_hist,exc_hist,var_param,es_param,exc_param,var_mc,es_mc,exc_mc,var_ewma,es_ewma,exc_ewma,var_fhs,es_fhs,exc_fhs
2024-04-09 00:00:00+00:00,-7.412311049338268,72.25156155366389,101.16619132275989,0,80.25167218249867,101.78568113216849,0,80.38571527952834,102.37002964206566,0,67.22754614992887,84.30605507297581,0,58.74126687267143,86.18549511218743,0
2024-04-10 00:00:00+00:00,-14.570103340116944,72.25156155366389,101.16619132275989,0,80.16175656586519,101.68713476819174,0,80.30373144494082,102.26864359868122,0,65.24790728421478,81.82350806961963,0,58.33542555067831,85.49114182817986,0
2024-04-11 00:00:00+00:00,-8.605344615620023,72.25156155366389,101.16619132275989,0,80.26789623602974,101.79917180256942,0,80.39661509362276,102.38292692915697,0,63.53198722330775,79.67167508685642,0,56.48838649470872,82.49544230643683,0
2024-04-12 00:00:00+00:00,-81.87334366652871,72.25156155366389,101.16619132275989,1,80.34329491908176,101.82068491076113,1,80.47295376651175,102.41304367192733,1,61.694048081982096,77.36682525455979,1,54.915969790721896,80.04279636679361,1
2024-04-15 00:00:00+00:00,54.0007541577476,72.25156155366389,99.38663947717326,0,79.95981154019596,101.36328933657938,0,80.08911965572793,101.95425219405156,0,68.3076929950513,85.66060279376732,0,53.7429967216283,79.2963596474224,0
2024-04-16 00:00:00+00:00,23.629697583345152,72.25156155366389,99.38663947717326,0,79.95949549865729,101.3627602544657,0,80.17381189020581,101.96797369020406,0,69.70910665476869,87.4180320611195,0,59.57993067704283,87.8592538978059,0
2024-04-17 00:00:00+00:00,27.817043661805297,72.25156155366389,99.38663947717326,0,79.94376620124183,101.35097794914468,0,80.15781133337482,101.95640397111812,0,68.25275462685832,85.591707863642,0,60.05125037950259,89.13145237066097,0
2024-04-18 00:00:00+00:00,-8.941110606901933,72.25156155366389,99.38663947717326,0,78.88533871369005,99.88681610307775,0,79.02190870093824,100.45442005022682,0,67.11588498882922,84.16602747214408,0,62.65123414063443,90.33765152355065,0
2024-04-19 00:00:00+00:00,9.704541543478262,72.25156155366389,99.38663947717326,0,78.99412197599455,99.96525929494389,0,79.18555677972381,100.51967465149966,0,65.1709051920851,81.7269443395477,0,61.609213108546896,89.13194993809844,0
2024-04-22 00:00:00+00:00,11.747168500620006,72.25156155366389,99.38663947717326,0,78.62216915830008,99.55435786688268,0,78.900381247083,100.09896211457811,0,63.30640021618726,79.38877987893623,0,59.81869234029465,85.61892357822677,0
2024-04-23 00:00:00+00:00,45.39534276697477,69.64056093397036,99.09054924267792,0,77.88187261406149,98.71311252060006,0,78.2425109118951,99.21605804178986,0,61.560046473838725,77.19878183184125,0,56.864369337224886,83.32347236680938,0
2024-04-24 00:00:00+00:00,29.763044506242927,68.94010741014922,98.12206154743855,0,76.99440058260558,97.7292621682687,0,77.382920992575,98.23691360678704,0,62.42423973674279,78.28251504818685,0,54.77900251805016,80.27649579790071,0
2024-04-25 00:00:00+00:00,48.42327405487093,68.94010741014922,98.12206154743855,0,76.98719272683803,97.70361033053234,0,77.35822714287742,98.21195550513082,0,61.69910214023494,77.37316324750773,0,55.49780475178928,81.3414711004422,0
2024-04-26 00:00:00+00:00,136.8061601592962,68.94010741014922,98.12206154743855,0,76.95602329520679,97.70453158572049,0,77.33067084318233,98.20723353929095,0,62.920681839898876,78.90507347380425,0,54.75013139866681,80.27375410958773,0
2024-04-29 00:00:00+00:00,-100.8319868274691,68.94010741014922,98.12206154743855,1,77.35163243407422,98.37051732737542,1,77.53398493034705,98.92862640415827,1,82.21725186646621,103.10375078014593,1,55.725406993345665,81.73921734060363,1
