time,open,high,low,close,tick_volume,spread,real_volume
2023-09-20 10:00:00+00:00,1.06816,1.06927,1.06748,1.06903,3140,6,0
2023-09-20 11:00:00+00:00,1.06903,1.06966,1.06894,1.06959,2251,6,0
2023-09-20 12:00:00+00:00,1.0695999999999999,1.06996,1.06929,1.06984,1919,6,0
2023-09-20 13:00:00+00:00,1.06983,1.07048,1.06983,1.07028,1787,6,0
2023-09-20 14:00:00+00:00,1.07028,1.07046,1.06969,1.07013,1691,6,0
2023-09-20 15:00:00+00:00,1.07013,1.07033,1.06919,1.06977,2414,6,0
2023-09-20 16:00:00+00:00,1.06978,1.07179,1.06968,1.07167,3812,6,0
2023-09-20 17:00:00+00:00,1.07168,1.07268,1.07127,1.07192,3995,6,0
2023-09-20 18:00:00+00:00,1.07191,1.07242,1.0713300000000001,1.0714,2906,6,0
2023-09-20 19:00:00+00:00,1.07139,1.07365,1.07135,1.0735,2228,6,0
2023-09-20 20:00:00+00:00,1.0735,1.07351,1.07242,1.07252,1743,6,0
2023-09-20 21:00:00+00:00,1.07252,1.07261,1.06735,1.06864,10497,6,0
2023-09-20 22:00:00+00:00,1.06865,1.06888,1.06576,1.06583,5318,6,0
2023-09-20 23:00:00+00:00,1.06583,1.06621,1.06499,1.06601,1713,6,0
2023-09-21 00:00:00+00:00,1.06595,1.06637,1.06588,1.06633,273,6,0
2023-09-21 01:00:00+00:00,1.06634,1.06641,1.06524,1.06552,846,6,0
2023-09-21 02:00:00+00:00,1.0655000000000001,1.06551,1.06473,1.06495,744,6,0
2023-09-21 03:00:00+00:00,1.06495,1.06501,1.06296,1.0631,1878,6,0
2023-09-21 04:00:00+00:00,1.06311,1.06393,1.06273,1.06372,1897,6,0
2023-09-21 05:00:00+00:00,1.06372,1.0641,1.06165,1.06269,1854,6,0
2023-09-21 06:00:00+00:00,1.0627,1.06376,1.06267,1.06363,1179,6,0
2023-09-21 07:00:00+00:00,1.06364,1.06372,1.06331,1.06368,1111,6,0
2023-09-21 08:00:00+00:00,1.06369,1.06384,1.06325,1.06344,1280,6,0
2023-09-21 09:00:00+00:00,1.06343,1.06544,1.06334,1.065,2891,6,0
2023-09-21 10:00:00+00:00,1.065,1.0658,1.06382,1.0655000000000001,4643,6,0
2023-09-21 11:00:00+00:00,1.06548,1.06633,1.06519,1.06552,3631,6,0
2023-09-21 12:00:00+00:00,1.06553,1.06643,1.06511,1.06531,3038,6,0
2023-09-21 13:00:00+00:00,1.0653,1.06625,1.06467,1.06503,2867,6,0
2023-09-21 14:00:00+00:00,1.06502,1.06502,1.06333,1.06355,4278,6,0
2023-09-21 15:00:00+00:00,1.06354,1.06418,1.06241,1.06418,4941,6,0
2023-09-21 16:00:00+00:00,1.06419,1.0661,1.06387,1.06406,5739,6,0
2023-09-21 17:00:00+00:00,1.06406,1.0673300000000001,1.06375,1.06595,5220,6,0
2023-09-21 18:00:00+00:00,1.06596,1.06684,1.06548,1.06631,3577,6,0
2023-09-21 19:00:00+00:00,1.06632,1.06662,1.06543,1.06554,2610,6,0
2023-09-21 20:00:00+00:00,1.06554,1.067,1.06553,1.06656,2162,6,0
2023-09-21 21:00:00+00:00,1.06656,1.06709,1.0661,1.06615,2079,6,0
2023-09-21 22:00:00+00:00,1.06614,1.06665,1.06587,1.06589,2061,6,0
2023-09-21 23:00:00+00:00,1.06589,1.06627,1.06571,1.06609,1597,6,0
2023-09-22 00:00:00+00:00,1.06549,1.06614,1.06532,1.06583,307,6,0
